Player,Team,GP,W,L,MIN,PassesMade,PassesReceived,AST,SecondaryAST,PotentialAST,AST PTSCreated...13,ASTAdj,AST ToPass%,AST ToPass% Adj,game_date
Bojan Bogdanovic,BKN,1,0,1,32.9,30,41,7,0,9,15,7,23.3,23.3,03%2F13%2F2016
Brandon Bass,LAL,1,0,1,25.9,23,18,1,0,0,2,1,4.3,4.3,03%2F13%2F2016
Brook Lopez,BKN,1,0,1,34.6,28,38,2,0,6,5,2,7.1,7.1,03%2F13%2F2016
CJ Miles,IND,1,0,1,23.7,15,20,1,0,1,2,1,6.7,6.7,03%2F13%2F2016
Carmelo Anthony,NYK,1,1,0,37.5,40,46,4,0,7,8,4,10,10,03%2F13%2F2016
Channing Frye,CLE,1,1,0,20.2,28,28,2,0,2,6,2,7.1,7.1,03%2F13%2F2016
Chris Johnson,UTA,1,1,0,11.4,13,13,1,0,3,3,1,7.7,7.7,03%2F13%2F2016
Chris McCullough,BKN,1,0,1,11.4,10,4,0,0,0,0,0,0,0,03%2F13%2F2016
Chris Paul,LAC,1,0,1,29.8,57,61,10,1,23,27,13,17.5,22.8,03%2F13%2F2016
Cole Aldrich,LAC,1,0,1,11.7,23,15,1,0,3,3,1,4.3,4.3,03%2F13%2F2016
D'Angelo Russell,LAL,1,0,1,22,38,44,2,1,5,5,3,5.3,7.9,03%2F13%2F2016
Damien Inglis,MIL,1,1,0,0.6,0,0,0,0,0,0,0,0,0,03%2F13%2F2016
Darren Collison,SAC,1,0,1,32.4,56,58,5,2,9,12,7,8.9,12.5,03%2F13%2F2016
DeAndre Jordan,LAC,1,0,1,32.3,42,15,1,0,1,3,1,2.4,2.4,03%2F13%2F2016
DeMarcus Cousins,SAC,1,0,1,34.9,42,52,5,0,9,13,5,11.9,11.9,03%2F13%2F2016
Dennis Schroder,ATL,1,1,0,18.9,48,55,5,1,17,16,7,10.4,14.6,03%2F13%2F2016
Derrick Favors,UTA,1,1,0,37.5,67,59,4,0,7,10,4,6,6,03%2F13%2F2016
Derrick Williams,NYK,1,1,0,31.5,40,39,1,0,1,4,2,2.5,5,03%2F13%2F2016
Donald Sloan,BKN,1,0,1,27.6,62,62,3,2,13,8,5,4.8,8.1,03%2F13%2F2016
George Hill,IND,1,0,1,22.5,36,42,2,0,7,6,2,5.6,5.6,03%2F13%2F2016
Giannis Antetokounmpo,MIL,1,1,0,40.7,88,82,14,0,31,33,15,15.9,17,03%2F13%2F2016
Glenn Robinson III,IND,1,0,1,12,10,10,1,1,2,2,2,10,20,03%2F13%2F2016
Gordon Hayward,UTA,1,1,0,39.1,49,66,3,1,11,9,5,6.1,10.2,03%2F13%2F2016
Greg Monroe,MIL,1,1,0,27.3,20,22,3,0,2,4,2,15,10,03%2F13%2F2016
Ian Mahinmi,IND,1,0,1,21.1,22,15,0,0,2,0,0,0,0,03%2F13%2F2016
Iman Shumpert,CLE,1,1,0,26.5,27,20,1,0,3,5,2,3.7,7.4,03%2F13%2F2016
JJ Redick,LAC,1,0,1,23.7,11,21,1,0,3,3,2,9.1,18.2,03%2F13%2F2016
JR Smith,CLE,1,1,0,23.3,17,23,1,0,2,3,1,5.9,5.9,03%2F13%2F2016
Jabari Parker,MIL,1,1,0,36.6,30,32,0,1,4,5,3,0,10,03%2F13%2F2016
Jamal Crawford,LAC,1,0,1,25.3,16,28,1,0,4,3,1,6.3,6.3,03%2F13%2F2016
James Jones,CLE,1,1,0,3.3,4,4,0,0,0,0,0,0,0,03%2F13%2F2016
Jeff Green,LAC,1,0,1,27.3,21,29,5,0,5,13,5,23.8,23.8,03%2F13%2F2016
Jeff Teague,ATL,1,1,0,22,41,46,9,1,14,25,10,22,24.4,03%2F13%2F2016
Jerian Grant,NYK,1,1,0,12.8,30,34,1,0,3,2,1,3.3,3.3,03%2F13%2F2016
Jerryd Bayless,MIL,1,1,0,37.8,23,27,2,0,2,5,2,8.7,8.7,03%2F13%2F2016
Joe Ingles,UTA,1,1,0,11,22,17,3,0,6,10,4,13.6,18.2,03%2F13%2F2016
Joe Young,IND,1,0,1,15.7,29,29,4,1,10,9,5,13.8,17.2,03%2F13%2F2016
Johnny O'Bryant III,MIL,1,1,0,13.8,12,10,0,0,2,0,0,0,0,03%2F13%2F2016
Jordan Clarkson,LAL,1,0,1,22.1,19,29,2,0,5,5,2,10.5,10.5,03%2F13%2F2016
Jordan Hill,IND,1,0,1,14.9,13,15,1,0,3,2,1,7.7,7.7,03%2F13%2F2016
Jordan McRae,CLE,1,1,0,3.3,3,3,1,0,1,3,1,33.3,33.3,03%2F13%2F2016
Jose Calderon,NYK,1,1,0,35.2,72,75,6,0,12,16,8,8.3,11.1,03%2F13%2F2016
Julius Randle,LAL,1,0,1,22.1,31,18,1,0,1,0,0,3.2,0,03%2F13%2F2016
Kent Bazemore,ATL,1,1,0,18.5,21,22,0,0,1,0,0,0,0,03%2F13%2F2016
Kevin Love,CLE,1,1,0,24.5,34,33,1,0,2,3,1,2.9,2.9,03%2F13%2F2016
Khris Middleton,MIL,1,1,0,38.9,43,47,7,2,12,15,9,16.3,20.9,03%2F13%2F2016
Kirk Hinrich,ATL,1,1,0,12,23,24,2,0,3,5,2,8.7,8.7,03%2F13%2F2016
Kobe Bryant,LAL,1,0,1,26.8,21,33,0,0,4,3,2,0,9.5,03%2F13%2F2016
Kosta Koufos,SAC,1,0,1,12.7,7,8,0,0,1,0,0,0,0,03%2F13%2F2016
Kris Humphries,ATL,1,1,0,21.5,36,27,2,0,3,5,2,5.6,5.6,03%2F13%2F2016
Kyle Korver,ATL,1,1,0,24.4,19,23,0,0,0,0,0,0,0,03%2F13%2F2016
Kyle O'Quinn,NYK,1,1,0,12.3,25,15,0,0,1,0,0,0,0,03%2F13%2F2016
Kyrie Irving,CLE,1,1,0,31.2,53,61,5,0,14,14,6,9.4,11.3,03%2F13%2F2016
Langston Galloway,NYK,1,1,0,29.1,41,43,2,0,8,5,2,4.9,4.9,03%2F13%2F2016
Larry Nance Jr.,LAL,1,0,1,25.9,29,11,0,0,0,0,0,0,0,03%2F13%2F2016
Lavoy Allen,IND,1,0,1,23,32,18,1,0,5,3,1,3.1,3.1,03%2F13%2F2016
LeBron James,CLE,1,1,0,30.7,46,55,5,3,10,13,9,10.9,19.6,03%2F13%2F2016
Lou Williams,LAL,1,0,1,26,25,35,5,1,5,10,6,20,24,03%2F13%2F2016
Luc Mbah a Moute,LAC,1,0,1,22,17,11,0,0,1,1,1,0,5.9,03%2F13%2F2016
Marcelo Huertas,LAL,1,0,1,25.9,39,46,2,1,9,5,3,5.1,7.7,03%2F13%2F2016
Marco Belinelli,SAC,1,0,1,11.2,10,9,2,0,2,4,2,20,20,03%2F13%2F2016
Markel Brown,BKN,1,0,1,21.5,25,30,2,0,1,4,2,8,8,03%2F13%2F2016
Matthew Dellavedova,CLE,1,1,0,22.8,35,39,4,0,8,12,5,11.4,14.3,03%2F13%2F2016
Metta World Peace,LAL,1,0,1,16.1,13,10,1,0,1,2,1,7.7,7.7,03%2F13%2F2016
Mike Muscala,ATL,1,1,0,12,15,14,0,0,1,0,0,0,0,03%2F13%2F2016
Mike Scott,ATL,1,1,0,16.8,23,21,0,0,0,0,0,0,0,03%2F13%2F2016
Miles Plumlee,MIL,1,1,0,20.8,25,22,0,0,1,0,0,0,0,03%2F13%2F2016
Monta Ellis,IND,1,0,1,24.7,35,38,4,2,9,8,6,11.4,17.1,03%2F13%2F2016
Myles Turner,IND,1,0,1,28.2,29,29,0,0,0,0,0,0,0,03%2F13%2F2016
Omri Casspi,SAC,1,0,1,26.1,36,29,0,0,2,2,1,0,2.8,03%2F13%2F2016
Pablo Prigioni,LAC,1,0,1,15.7,36,32,3,0,9,6,3,8.3,8.3,03%2F13%2F2016
Paul George,IND,1,0,1,25.2,34,36,6,0,8,13,6,17.6,17.6,03%2F13%2F2016
Paul Millsap,ATL,1,1,0,29.7,42,39,4,0,5,9,4,9.5,9.5,03%2F13%2F2016
Quincy Acy,SAC,1,0,1,10.8,9,6,0,0,0,0,0,0,0,03%2F13%2F2016
Rajon Rondo,SAC,1,0,1,35.9,67,70,9,0,15,19,9,13.4,13.4,03%2F13%2F2016
Rashad Vaughn,MIL,1,1,0,9.1,6,5,0,0,0,0,0,0,0,03%2F13%2F2016
Raul Neto,UTA,1,1,0,7.7,14,19,2,0,2,4,2,14.3,14.3,03%2F13%2F2016
Richard Jefferson,CLE,1,1,0,11.5,8,8,0,0,1,0,0,0,0,03%2F13%2F2016
Robin Lopez,NYK,1,1,0,35.7,43,33,2,1,6,4,3,4.7,7,03%2F13%2F2016
Rodney Hood,UTA,1,1,0,34.7,38,47,1,1,5,3,2,2.6,5.3,03%2F13%2F2016
Rodney Stuckey,IND,1,0,1,10,7,11,0,0,0,0,0,0,0,03%2F13%2F2016
Roy Hibbert,LAL,1,0,1,22.1,14,8,0,0,2,2,1,0,7.1,03%2F13%2F2016
Rudy Gay,SAC,1,0,1,30.6,24,23,2,0,3,5,2,8.3,8.3,03%2F13%2F2016
Rudy Gobert,UTA,1,1,0,22.3,28,18,2,0,3,7,3,7.1,10.7,03%2F13%2F2016
Ryan Kelly,LAL,1,0,1,5.1,2,2,0,0,0,0,0,0,0,03%2F13%2F2016
Sasha Kaun,CLE,1,1,0,2.1,3,1,0,0,0,0,0,0,0,03%2F13%2F2016
Sasha Vujacic,NYK,1,1,0,18.4,23,23,1,1,3,2,2,4.3,8.7,03%2F13%2F2016
Sean Kilpatrick,BKN,1,0,1,22.2,18,29,1,0,3,4,2,5.6,11.1,03%2F13%2F2016
Sergey Karasev,BKN,1,0,1,19.5,17,16,1,1,4,2,2,5.9,11.8,03%2F13%2F2016
Seth Curry,SAC,1,0,1,16.7,18,17,2,0,2,4,2,11.1,11.1,03%2F13%2F2016
Shane Larkin,BKN,1,0,1,20.4,41,44,5,1,5,13,6,12.2,14.6,03%2F13%2F2016
Shelvin Mack,UTA,1,1,0,30.3,66,70,8,0,14,16,8,12.1,12.1,03%2F13%2F2016
Solomon Hill,IND,1,0,1,19.1,18,17,4,0,3,9,4,22.2,22.2,03%2F13%2F2016
Thabo Sefolosha,ATL,1,1,0,16.3,14,11,2,0,2,4,2,14.3,14.3,03%2F13%2F2016
Thaddeus Young,BKN,1,0,1,36.6,68,41,4,0,7,11,4,5.9,5.9,03%2F13%2F2016
Thomas Robinson,BKN,1,0,1,9.6,7,4,0,0,0,0,0,0,0,03%2F13%2F2016
Tim Hardaway Jr.,ATL,1,1,0,23.1,33,31,2,0,2,4,2,6.1,6.1,03%2F13%2F2016
Timofey Mozgov,CLE,1,1,0,14.3,16,10,1,0,1,2,1,6.3,6.3,03%2F13%2F2016
Trevor Booker,UTA,1,1,0,25.3,39,28,1,0,1,3,1,2.6,2.6,03%2F13%2F2016
Trey Burke,UTA,1,1,0,10,14,18,1,0,3,3,2,7.1,14.3,03%2F13%2F2016
Trey Lyles,UTA,1,1,0,10.8,15,10,0,0,0,0,0,0,0,03%2F13%2F2016
Tristan Thompson,CLE,1,1,0,26.3,29,18,2,1,2,5,3,6.9,10.3,03%2F13%2F2016
Tyler Ennis,MIL,1,1,0,14.5,28,28,1,0,8,2,1,3.6,3.6,03%2F13%2F2016
Wesley Johnson,LAC,1,0,1,28.4,18,24,0,0,0,0,0,0,0,03%2F13%2F2016
Willie Cauley-Stein,SAC,1,0,1,28.8,13,10,0,0,0,0,0,0,0,03%2F13%2F2016
Willie Reed,BKN,1,0,1,3.9,3,0,0,0,0,0,0,0,0,03%2F13%2F2016
Aaron Brooks,CHI,1,1,0,17.1,25,35,4,0,2,8,4,16,16,03%2F14%2F2016
Adreian Payne,MIN,1,0,1,2.9,6,3,0,0,1,0,0,0,0,03%2F14%2F2016
Al Jefferson,CHA,1,0,1,21.4,13,15,0,1,3,0,2,0,15.4,03%2F14%2F2016
Al-Farouq Aminu,POR,1,0,1,22.7,21,21,3,0,5,8,3,14.3,14.3,03%2F14%2F2016
Alan Anderson,WAS,1,1,0,3.5,2,3,0,0,0,0,0,0,0,03%2F14%2F2016
Alex Len,PHX,1,1,0,25.8,34,31,2,1,2,5,3,5.9,8.8,03%2F14%2F2016
Alex Stepheson,MEM,1,0,1,25.3,21,21,0,0,1,0,0,0,0,03%2F14%2F2016
Allen Crabbe,POR,1,0,1,16.8,10,10,0,0,1,2,1,0,10,03%2F14%2F2016
Alonzo Gee,NOP,1,0,1,31.3,26,19,1,0,1,3,1,3.8,3.8,03%2F14%2F2016
Amar'e Stoudemire,MIA,1,1,0,10.5,7,10,1,0,1,3,1,14.3,14.3,03%2F14%2F2016
Anderson Varejao,GSW,1,1,0,7,8,4,0,0,1,0,0,0,0,03%2F14%2F2016
Andre Drummond,DET,1,0,1,26.6,15,15,2,0,2,4,2,13.3,13.3,03%2F14%2F2016
Andre Roberson,OKC,1,1,0,12.7,4,4,0,1,0,0,1,0,25,03%2F14%2F2016
Andrew Bogut,GSW,1,1,0,15.5,20,16,3,0,3,7,3,15,15,03%2F14%2F2016
Andrew Goudelock,HOU,1,1,0,16.8,24,31,2,0,5,5,2,8.3,8.3,03%2F14%2F2016
Andrew Wiggins,MIN,1,0,1,40.7,16,25,2,0,3,4,2,12.5,12.5,03%2F14%2F2016
Anthony Davis,NOP,1,0,1,29.1,36,39,1,0,3,3,1,2.8,2.8,03%2F14%2F2016
Anthony Morrow,OKC,1,1,0,15.7,6,8,0,0,0,0,0,0,0,03%2F14%2F2016
Anthony Tolliver,DET,1,0,1,20.1,21,12,1,0,0,2,1,4.8,4.8,03%2F14%2F2016
Archie Goodwin,PHX,1,1,0,9.1,4,10,0,0,1,0,1,0,25,03%2F14%2F2016
Aron Baynes,DET,1,0,1,16.7,14,11,1,0,2,3,2,7.1,14.3,03%2F14%2F2016
Axel Toupane,DEN,1,0,1,12.5,7,7,1,0,2,4,2,14.3,28.6,03%2F14%2F2016
Bismack Biyombo,TOR,1,0,1,25.6,28,14,0,0,1,0,0,0,0,03%2F14%2F2016
Bobby Portis,CHI,1,1,0,22.9,33,17,1,1,2,3,2,3,6.1,03%2F14%2F2016
Bradley Beal,WAS,1,1,0,24.7,28,29,3,1,6,8,4,10.7,14.3,03%2F14%2F2016
Brandon Knight,PHX,1,1,0,40.6,74,88,7,2,20,17,9,9.5,12.2,03%2F14%2F2016
Brandon Rush,GSW,1,1,0,18.4,16,18,2,0,1,5,3,12.5,18.8,03%2F14%2F2016
Brian Roberts,POR,1,0,1,12,27,33,1,0,4,2,1,3.7,3.7,03%2F14%2F2016
Briante Weber,MIA,1,0,1,34.6,73,71,3,1,8,6,4,4.1,5.5,03%2F14%2F2016
CJ McCollum,POR,1,0,1,29.2,35,45,1,0,4,3,1,2.9,2.9,03%2F14%2F2016
Cameron Payne,OKC,1,1,0,21,41,39,3,1,8,6,3,7.3,7.3,03%2F14%2F2016
Chandler Parsons,DAL,1,1,0,37.4,50,45,4,0,8,10,4,8,8,03%2F14%2F2016
Channing Frye,CLE,1,0,1,18.9,24,17,2,0,1,6,2,8.3,8.3,03%2F14%2F2016
Chase Budinger,PHX,1,1,0,7.6,6,10,0,0,0,2,1,0,16.7,03%2F14%2F2016
Chris Johnson,UTA,1,1,0,16,11,12,0,0,1,0,0,0,0,03%2F14%2F2016
Chris Kaman,POR,1,0,1,9.6,14,13,1,0,1,3,1,7.1,7.1,03%2F14%2F2016
Clint Capela,HOU,1,1,0,24.1,24,18,0,0,1,0,0,0,0,03%2F14%2F2016
Cody Zeller,CHA,1,0,1,26.6,14,10,0,0,0,0,0,0,0,03%2F14%2F2016
Corey Brewer,HOU,1,1,0,15.2,7,10,0,0,3,0,1,0,14.3,03%2F14%2F2016
Cory Joseph,TOR,1,0,1,25.9,31,37,0,0,6,2,1,0,3.2,03%2F14%2F2016
Courtney Lee,CHA,1,0,1,30.6,21,23,0,1,1,0,1,0,4.8,03%2F14%2F2016
Cristiano Felicio,CHI,1,1,0,6,7,3,0,0,0,0,0,0,0,03%2F14%2F2016
D.J. Augustin,DEN,1,0,1,25.3,31,43,3,0,9,9,4,9.7,12.9,03%2F14%2F2016
Damian Lillard,POR,1,0,1,31.9,61,75,4,1,18,14,7,6.6,11.5,03%2F14%2F2016
Dante Cunningham,NOP,1,0,1,20.8,27,22,0,0,0,0,0,0,0,03%2F14%2F2016
Darrell Arthur,DEN,1,0,1,26.6,24,10,0,0,0,0,0,0,0,03%2F14%2F2016
Darrun Hilliard,DET,1,0,1,12,5,13,0,0,0,0,0,0,0,03%2F14%2F2016
David Lee,DAL,1,1,0,26.1,32,24,0,0,1,2,1,0,3.1,03%2F14%2F2016
DeMar DeRozan,TOR,1,0,1,39,32,50,2,0,5,5,2,6.3,6.3,03%2F14%2F2016
Deron Williams,DAL,1,1,0,30.1,65,71,5,0,9,12,5,7.7,7.7,03%2F14%2F2016
Derrick Favors,UTA,1,1,0,32,48,48,0,0,0,0,0,0,0,03%2F14%2F2016
Devin Booker,PHX,1,1,0,42.5,50,65,6,1,15,19,8,12,16,03%2F14%2F2016
Devin Harris,DAL,1,1,0,20.6,22,26,1,1,3,2,2,4.5,9.1,03%2F14%2F2016
Dirk Nowitzki,DAL,1,1,0,28,40,42,1,0,1,4,2,2.5,5,03%2F14%2F2016
Donatas Motiejunas,HOU,1,1,0,20.6,20,25,2,0,3,5,2,10,10,03%2F14%2F2016
Doug McDermott,CHI,1,1,0,36.5,19,26,1,0,3,5,2,5.3,10.5,03%2F14%2F2016
Draymond Green,GSW,1,1,0,31.3,60,45,4,0,6,13,6,6.7,10,03%2F14%2F2016
Dwight Howard,HOU,1,1,0,24,31,12,3,0,4,6,3,9.7,9.7,03%2F14%2F2016
Dwyane Wade,MIA,1,1,0,30.6,34,51,5,1,7,13,6,14.7,17.6,03%2F14%2F2016
E'Twaun Moore,CHI,1,1,0,30.9,49,57,4,2,5,11,6,8.2,12.2,03%2F14%2F2016
Ed Davis,POR,1,0,1,15.3,20,9,0,0,1,0,0,0,0,03%2F14%2F2016
Emmanuel Mudiay,DEN,1,0,1,32.9,53,71,10,0,14,23,10,18.9,18.9,03%2F14%2F2016
Enes Kanter,OKC,1,1,0,22.3,31,30,1,1,1,3,2,3.2,6.5,03%2F14%2F2016
Frank Kaminsky,CHA,1,0,1,15.1,25,16,1,0,2,3,1,4,4,03%2F14%2F2016
Garrett Temple,WAS,1,1,0,16.1,12,13,1,0,1,2,1,8.3,8.3,03%2F14%2F2016
Gary Harris,DEN,1,0,1,34.2,19,29,2,0,5,5,2,10.5,10.5,03%2F14%2F2016
Gerald Henderson,POR,1,0,1,17.7,13,16,0,0,4,0,0,0,0,03%2F14%2F2016
Goran Dragic,MIA,1,1,0,32.7,70,69,8,1,17,22,11,11.4,15.7,03%2F14%2F2016
Gorgui Dieng,MIN,1,0,1,33.1,37,29,1,2,2,3,3,2.7,8.1,03%2F14%2F2016
Harrison Barnes,GSW,1,1,0,31.9,39,32,4,0,8,11,5,10.3,12.8,03%2F14%2F2016
Hassan Whiteside,MIA,1,1,0,31,15,19,0,0,0,0,0,0,0,03%2F14%2F2016
Ian Clark,GSW,1,1,0,9.2,22,24,3,1,4,5,3,13.6,13.6,03%2F14%2F2016
Iman Shumpert,CLE,1,0,1,18.5,19,15,2,0,6,4,2,10.5,10.5,03%2F14%2F2016
J.J. Barea,DAL,1,1,0,14.5,34,35,4,0,10,11,5,11.8,14.7,03%2F14%2F2016
JJ Hickson,WAS,1,1,0,7.9,10,11,1,0,1,2,1,10,10,03%2F14%2F2016
JR Smith,CLE,1,0,1,29.5,25,31,1,1,1,2,2,4,8,03%2F14%2F2016
JaKarr Sampson,DEN,1,0,1,22.5,10,13,0,0,1,0,0,0,0,03%2F14%2F2016
JaMychal Green,MEM,1,0,1,28.1,39,43,2,0,3,5,2,5.1,5.1,03%2F14%2F2016
James Harden,HOU,1,1,0,25.2,40,48,8,2,15,27,13,20,32.5,03%2F14%2F2016
James Johnson,TOR,1,0,1,16.9,11,12,0,0,0,0,0,0,0,03%2F14%2F2016
James Michael McAdoo,GSW,1,1,0,13.3,19,14,1,0,1,2,1,5.3,5.3,03%2F14%2F2016
Jared Dudley,WAS,1,1,0,23.6,20,12,1,0,1,2,1,5,5,03%2F14%2F2016
Jarell Martin,MEM,1,0,1,29.3,45,39,1,0,2,3,1,2.2,2.2,03%2F14%2F2016
Jason Terry,HOU,1,1,0,16.2,12,17,2,0,3,5,2,16.7,16.7,03%2F14%2F2016
Jason Thompson,TOR,1,0,1,12.4,12,5,0,0,0,0,0,0,0,03%2F14%2F2016
Jeremy Lin,CHA,1,0,1,19,27,27,0,0,2,0,0,0,0,03%2F14%2F2016
Jimmy Butler,CHI,1,1,0,34,51,58,6,0,16,13,6,11.8,11.8,03%2F14%2F2016
Joe Ingles,UTA,1,1,0,37.2,35,35,4,0,5,10,4,11.4,11.4,03%2F14%2F2016
Joe Johnson,MIA,1,1,0,30.2,28,36,5,0,7,11,5,17.9,17.9,03%2F14%2F2016
Joel Anthony,DET,1,0,1,4.6,0,2,0,0,0,0,0,0,0,03%2F14%2F2016
Joffrey Lauvergne,DEN,1,0,1,12.4,16,12,0,0,1,0,0,0,0,03%2F14%2F2016
John Wall,WAS,1,1,0,27.8,55,62,12,0,24,31,14,21.8,25.5,03%2F14%2F2016
Jon Leuer,PHX,1,1,0,9.9,9,11,1,0,1,2,1,11.1,11.1,03%2F14%2F2016
Jonas Valanciunas,TOR,1,0,1,9.6,15,10,0,0,1,0,0,0,0,03%2F14%2F2016
Josh McRoberts,MIA,1,1,0,6.1,7,6,1,0,1,2,1,14.3,14.3,03%2F14%2F2016
Josh Richardson,MIA,1,1,0,32.8,43,42,2,0,5,5,2,4.7,4.7,03%2F14%2F2016
Jrue Holiday,NOP,1,0,1,28.1,57,69,4,2,14,12,8,7,14,03%2F14%2F2016
Justin Anderson,DAL,1,1,0,7.9,8,6,1,0,1,0,0,12.5,0,03%2F14%2F2016
Justin Holiday,CHI,1,1,0,14,12,14,1,0,2,3,1,8.3,8.3,03%2F14%2F2016
Justise Winslow,MIA,1,1,0,33.2,40,31,0,0,1,0,0,0,0,03%2F14%2F2016
KJ McDaniels,HOU,1,1,0,12,5,9,1,0,1,2,1,20,20,03%2F14%2F2016
Karl-Anthony Towns,MIN,1,0,1,35.1,50,35,2,0,3,5,2,4,4,03%2F14%2F2016
Kelly Oubre Jr.,WAS,1,1,0,9.6,10,6,0,0,0,0,0,0,0,03%2F14%2F2016
Kemba Walker,CHA,1,0,1,39.8,65,80,9,0,16,24,10,13.8,15.4,03%2F14%2F2016
Kendrick Perkins,NOP,1,0,1,5.6,9,6,0,0,0,0,0,0,0,03%2F14%2F2016
Kenneth Faried,DEN,1,0,1,25.7,35,25,2,1,1,4,3,5.7,8.6,03%2F14%2F2016
Kentavious Caldwell-Pope,DET,1,0,1,29.6,13,25,0,0,3,0,0,0,0,03%2F14%2F2016
Kevin Durant,OKC,1,1,0,26.4,29,42,7,0,9,18,8,24.1,27.6,03%2F14%2F2016
Kevin Love,CLE,1,0,1,34.3,49,46,2,0,5,5,2,4.1,4.1,03%2F14%2F2016
Klay Thompson,GSW,1,1,0,26.1,20,33,0,0,2,0,0,0,0,03%2F14%2F2016
Kyle Lowry,TOR,1,0,1,40.6,68,77,7,0,10,17,7,10.3,10.3,03%2F14%2F2016
Kyle Singler,OKC,1,1,0,19,9,9,1,0,2,3,1,11.1,11.1,03%2F14%2F2016
Kyrie Irving,CLE,1,0,1,33.7,60,68,3,0,13,10,5,5,8.3,03%2F14%2F2016
LeBron James,CLE,1,0,1,36.9,52,61,3,1,7,8,4,5.8,7.7,03%2F14%2F2016
Leandro Barbosa,GSW,1,1,0,21.9,22,23,1,1,5,3,2,4.5,9.1,03%2F14%2F2016
Luis Scola,TOR,1,0,1,16,23,21,0,0,0,0,0,0,0,03%2F14%2F2016
Luke Babbitt,NOP,1,0,1,34.6,37,25,1,0,4,2,1,2.7,2.7,03%2F14%2F2016
Luol Deng,MIA,1,1,0,33.1,58,38,2,1,4,5,3,3.4,5.2,03%2F14%2F2016
Marcin Gortat,WAS,1,1,0,24.7,21,22,2,1,1,5,3,9.5,14.3,03%2F14%2F2016
Marcus Morris Sr.,DET,1,0,1,22.2,24,15,2,0,3,4,2,8.3,8.3,03%2F14%2F2016
Marcus Thornton,WAS,1,1,0,6,6,8,1,0,1,2,1,16.7,16.7,03%2F14%2F2016
Markieff Morris,WAS,1,1,0,24.4,25,17,3,0,3,5,2,12,8,03%2F14%2F2016
Marreese Speights,GSW,1,1,0,18.4,22,28,3,0,4,8,3,13.6,13.6,03%2F14%2F2016
Marvin Williams,CHA,1,0,1,32.9,47,34,0,0,3,0,0,0,0,03%2F14%2F2016
Mason Plumlee,POR,1,0,1,23.1,36,32,1,0,6,6,3,2.8,8.3,03%2F14%2F2016
Matt Barnes,MEM,1,0,1,25.2,43,36,2,0,6,6,3,4.7,7,03%2F14%2F2016
Matthew Dellavedova,CLE,1,0,1,23.4,37,40,5,2,8,12,7,13.5,18.9,03%2F14%2F2016
Maurice Harkless,POR,1,0,1,18.3,23,22,1,0,1,2,1,4.3,4.3,03%2F14%2F2016
Meyers Leonard,POR,1,0,1,18.5,21,15,0,0,1,0,0,0,0,03%2F14%2F2016
Michael Beasley,HOU,1,1,0,27.4,28,17,2,1,3,5,4,7.1,14.3,03%2F14%2F2016
Mirza Teletovic,PHX,1,1,0,29.9,58,33,0,0,3,0,0,0,0,03%2F14%2F2016
Montrezl Harrell,HOU,1,1,0,12,7,9,2,0,2,4,2,28.6,28.6,03%2F14%2F2016
Nazr Mohammed,OKC,1,1,0,6.8,6,4,0,0,1,2,1,0,16.7,03%2F14%2F2016
Nemanja Bjelica,MIN,1,0,1,6.1,6,6,0,0,0,0,0,0,0,03%2F14%2F2016
Nene,WAS,1,1,0,15.4,24,27,3,0,5,7,3,12.5,12.5,03%2F14%2F2016
Nick Collison,OKC,1,1,0,13.9,17,14,1,0,1,2,1,5.9,5.9,03%2F14%2F2016
Nicolas Batum,CHA,1,0,1,39.8,46,53,7,1,16,18,10,15.2,21.7,03%2F14%2F2016
Nikola Jokic,DEN,1,0,1,27.8,48,31,4,0,9,10,4,8.3,8.3,03%2F14%2F2016
Nikola Mirotic,CHI,1,1,0,32.2,50,43,2,0,7,4,2,4,4,03%2F14%2F2016
Noah Vonleh,POR,1,0,1,16.8,25,14,1,0,2,2,1,4,4,03%2F14%2F2016
Norman Powell,TOR,1,0,1,3.9,3,3,0,0,0,0,0,0,0,03%2F14%2F2016
Orlando Johnson,NOP,1,0,1,22.3,16,15,1,0,2,2,1,6.3,6.3,03%2F14%2F2016
Otto Porter Jr.,WAS,1,1,0,32.5,21,18,3,1,2,6,4,14.3,19,03%2F14%2F2016
P.J. Tucker,PHX,1,1,0,40.4,34,32,5,0,6,8,4,14.7,11.8,03%2F14%2F2016
PJ Hairston,MEM,1,0,1,17.8,11,18,2,0,4,5,2,18.2,18.2,03%2F14%2F2016
Pat Connaughton,POR,1,0,1,8.1,9,10,0,1,2,1,2,0,22.2,03%2F14%2F2016
Patrick Beverley,HOU,1,1,0,25.8,43,40,6,1,13,17,8,14,18.6,03%2F14%2F2016
Patrick Patterson,TOR,1,0,1,32.2,37,31,2,0,3,5,2,5.4,5.4,03%2F14%2F2016
Ramon Sessions,WAS,1,1,0,23.8,42,48,4,1,5,8,5,9.5,11.9,03%2F14%2F2016
Randy Foye,OKC,1,1,0,28.7,23,29,2,0,5,7,3,8.7,13,03%2F14%2F2016
Raul Neto,UTA,1,1,0,16.9,28,33,3,0,6,8,3,10.7,10.7,03%2F14%2F2016
Ray McCallum,SAS,1,0,1,27.9,55,64,4,0,17,9,4,7.3,7.3,03%2F14%2F2016
